NO;JALUR;STATUS;UMUR DOKUMEN;UMUR LHP;JENIS PEMBERITAHUAN;NOMOR AJU;NOMOR DAFTAR;TANGGAL DAFTAR;ID PERUSAHAAN;NAMA PERUSAHAAN;PPJK
733;H;;328;-;30 - BC 3.0;00003053320220250316000091;002119;16-03-2025;0533202974125000000000;PT. MARTAMBA TAMBA REZEKI;
734;H;;328;-;30 - BC 3.0;00003053320220250316000092;002121;16-03-2025;0533202974125000000000;PT. MARTAMBA TAMBA REZEKI;
735;H;;327;-;30 - BC 3.0;00003082062720250317000454;002142;17-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
736;H;;327;-;30 - BC 3.0;00003082062720250317000453;002141;17-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
737;H;;327;-;30 - BC 3.0;00003082062720250317000447;002146;17-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
738;H;;327;-;30 - BC 3.0;00003082062720250317000458;002149;17-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
739;H;;327;-;30 - BC 3.0;00003082062720250317000457;002138;17-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
740;H;;327;-;30 - BC 3.0;00003082062720250317000435;002150;17-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
741;H;;327;-;30 - BC 3.0;00003082062720250317000450;002145;17-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
742;H;;327;-;30 - BC 3.0;00003053320220250317000093;002124;17-03-2025;0533202974125000000000;PT. MARTAMBA TAMBA REZEKI;
743;H;;327;-;30 - BC 3.0;00003042048820250317000155;002136;17-03-2025;0420488702125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
744;H;;327;-;30 - BC 3.0;00003031479320250317000065;002127;17-03-2025;0314793480125000000000;SAGAMI INDONESIA;
745;H;;327;-;30 - BC 3.0;00003003711020250317000066;002130;17-03-2025;0037110079125000000000;PT. BERJAYA INTI REJEKI DUNIA;DIRGANTARA SUMATERA EKSPRES
746;H;;327;-;30 - BC 3.0;00003001431020250315001073;002123;17-03-2025;0014310247121000000000;PT. PERMATA HIJAU PALM OLEO;
747;H;;327;-;30 - BC 3.0;00003001431020250317001098;002129;17-03-2025;0014310247121000000000;PT. PERMATA HIJAU PALM OLEO;
748;M;N;327;326;30 - BC 3.0;01010000258220250314000425;002134;17-03-2025;0011000163092000000000;PT. MUSIM MAS;PT BIROTIKA SEMESTA
749;H;;327;-;30 - BC 3.0;00003001069220250317000004;002132;17-03-2025;0010692044511000000000;PT.SELEKTANI INDUK USAHA;PT.RAYA ABADI KENCANA
750;H;;326;-;30 - BC 3.0;00003082062720250318000464;002178;18-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
751;H;;326;-;30 - BC 3.0;00003082062720250318000460;002184;18-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
752;H;;326;-;30 - BC 3.0;00003082062720250318000461;002180;18-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
753;H;;326;-;30 - BC 3.0;00003082062720250318000462;002176;18-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
754;H;;326;-;30 - BC 3.0;00003092821220250318000481;002172;18-03-2025;0807559554125000000000;PT. MEGA RATU WALET;PT. LOGISTIK EKSPRESINDO UTAMA
755;H;;326;-;30 - BC 3.0;00003092821220250317000471;002161;18-03-2025;0800480121111000000000;PT. CEFA INDONESIA SEJAHTERA LESTARI;PT. LOGISTIK EKSPRESINDO UTAMA
756;H;;326;-;30 - BC 3.0;00003074102720250318000009;002169;18-03-2025;0741027718104000000000;PERTANIAN GAYO LAUSER ANTARA;
757;H;;326;-;30 - BC 3.0;00003070811020250318000020;002155;18-03-2025;0708110432125000000000;ORI GINALNEST INDONESIA;
758;H;;326;-;30 - BC 3.0;00003053320220250318000094;002159;18-03-2025;0533202974125000000000;PT. MARTAMBA TAMBA REZEKI;
759;H;;326;-;30 - BC 3.0;01010000258220250315000434;002168;18-03-2025;0199168816807000000000;PT. ARSYAM NUSANTARA SEJAHTERA;PT BIROTIKA SEMESTA
760;H;;326;-;30 - BC 3.0;00003003711020250318000068;002166;18-03-2025;0037110079125000000000;PT. BERJAYA INTI REJEKI DUNIA;DIRGANTARA SUMATERA EKSPRES
761;H;;326;-;30 - BC 3.0;01010000258220250318000443;002181;18-03-2025;0022786024125000000000;PT. JASINDO TESTING SERVICES;PT BIROTIKA SEMESTA
762;H;;326;-;30 - BC 3.0;00003001564420250318000012;002164;18-03-2025;0015644529113000000000;YAKITA MULIA;
763;H;;326;-;30 - BC 3.0;01010000258220250318000445;002186;18-03-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
764;H;;326;-;30 - BC 3.0;01010000258220250318000444;002173;18-03-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
765;H;;326;-;30 - BC 3.0;00003001270820250318001149;002158;18-03-2025;0012708756092000000000;MULTIMAS NABATI ASAHAN;
766;H;;326;-;30 - BC 3.0;00003001001720250318000078;002154;18-03-2025;0010017309052000000000;PT. RUBBER HOCK LIE;
767;H;;325;-;30 - BC 3.0;00003092821220250319000485;002188;19-03-2025;0845961077124000000000;CV. CHEERA KING SEAFOOD;PT. LOGISTIK EKSPRESINDO UTAMA
768;H;;325;-;30 - BC 3.0;00003082062720250319000472;002195;19-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
769;H;;325;-;30 - BC 3.0;00003082062720250319000470;002191;19-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
770;H;;325;-;30 - BC 3.0;00003053320220250319000096;002201;19-03-2025;0533202974125000000000;PT. MARTAMBA TAMBA REZEKI;
771;H;;325;-;30 - BC 3.0;00003001431020250319001135;002207;19-03-2025;0014310247121000000000;PT. PERMATA HIJAU PALM OLEO;
772;H;;325;-;30 - BC 3.0;00003092821220250319000491;002206;19-03-2025;0013451828058000000000;PT. TAMORA STEKINDO;PT. LOGISTIK EKSPRESINDO UTAMA
773;H;;325;-;30 - BC 3.0;00003092821220250319000489;002203;19-03-2025;0013451828058000000000;PT. TAMORA STEKINDO;PT. LOGISTIK EKSPRESINDO UTAMA
774;H;;325;-;30 - BC 3.0;01010000258220250319000452;002210;19-03-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
775;H;;325;-;30 - BC 3.0;00003001228120250319000442;002189;19-03-2025;0012281929123000000000;SARI INCOFOOD CORPORATION;
776;H;;325;-;30 - BC 3.0;00003001127920250319105069;002198;19-03-2025;0011279056123000000000;CV. AROMA & CO;
777;H;;325;-;30 - BC 3.0;00003001001820250319000004;002200;19-03-2025;0010018034058000000000;PT.BIBIT BARU;PT.RAYA ABADI KENCANA
778;H;;324;-;30 - BC 3.0;00003092821220250320000493;002220;20-03-2025;0845961077124000000000;CV. CHEERA KING SEAFOOD;PT. LOGISTIK EKSPRESINDO UTAMA
779;H;;324;-;30 - BC 3.0;00003082062720250320000485;002240;20-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
780;H;;324;-;30 - BC 3.0;00003082062720250320000480;002231;20-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
781;H;;324;-;30 - BC 3.0;00003082062720250320000486;002229;20-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
782;H;;324;-;30 - BC 3.0;00003070811020250320000022;002233;20-03-2025;0708110432125000000000;ORI GINALNEST INDONESIA;
783;H;;324;-;30 - BC 3.0;00003070811020250320000024;002236;20-03-2025;0708110432125000000000;ORI GINALNEST INDONESIA;
784;H;;324;-;30 - BC 3.0;00003070811020250320000023;002241;20-03-2025;0708110432125000000000;ORI GINALNEST INDONESIA;
785;H;;324;-;30 - BC 3.0;00003053202520250320000027;002218;20-03-2025;0532025061124000000000;SENTRA MAJU UTAMA;
786;H;;324;-;30 - BC 3.0;00003053202520250319000026;002222;20-03-2025;0532025061124000000000;SENTRA MAJU UTAMA;
787;H;;324;-;30 - BC 3.0;00003031479320250320000070;002212;20-03-2025;0314793480125000000000;SAGAMI INDONESIA;
788;H;;324;-;30 - BC 3.0;00003003199720250320000935;002224;20-03-2025;0031997299063000000000;UNILEVER OLEOCHEMICAL INDONESIA;
789;H;;324;-;30 - BC 3.0;00003001431020250319001134;002213;20-03-2025;0014310247121000000000;PT. PERMATA HIJAU PALM OLEO;
790;H;;324;-;30 - BC 3.0;01010000258220250320000457;002244;20-03-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
791;H;;324;-;30 - BC 3.0;01010000258220250320000453;002228;20-03-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
792;H;;324;-;30 - BC 3.0;00003001270820250320001179;002215;20-03-2025;0012708756092000000000;MULTIMAS NABATI ASAHAN;
793;H;;324;-;30 - BC 3.0;01010000258220250319000446;002225;20-03-2025;0011000163092000000000;PT. MUSIM MAS;PT BIROTIKA SEMESTA
794;H;;323;-;30 - BC 3.0;00003092821220250321000500;002259;21-03-2025;0845961077124000000000;CV. CHEERA KING SEAFOOD;PT. LOGISTIK EKSPRESINDO UTAMA
795;H;;323;-;30 - BC 3.0;00003083316220250321000008;002275;21-03-2025;0833162191122000000000;PT. TOP RAWYALE INDONESIA;
796;H;;323;-;30 - BC 3.0;00003082062720250321000489;002261;21-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
797;H;;323;-;30 - BC 3.0;00003082062720250321000496;002264;21-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
798;H;;323;-;30 - BC 3.0;00003082062720250321000492;002268;21-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
799;H;;323;-;30 - BC 3.0;00003082062720250321000490;002273;21-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
800;H;;323;-;30 - BC 3.0;00003082062720250321000491;002269;21-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
801;H;;323;-;30 - BC 3.0;00003082062720250321000499;002265;21-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
802;H;;323;-;30 - BC 3.0;00003092821220250320000496;002258;21-03-2025;0800480121111000000000;PT. CEFA INDONESIA SEJAHTERA LESTARI;PT. LOGISTIK EKSPRESINDO UTAMA
803;H;;323;-;30 - BC 3.0;00003053320220250321000099;002286;21-03-2025;0533202974125000000000;PT. MARTAMBA TAMBA REZEKI;
804;H;;323;-;30 - BC 3.0;00003053320220250320000098;002245;21-03-2025;0533202974125000000000;PT. MARTAMBA TAMBA REZEKI;
805;H;;323;-;30 - BC 3.0;00003042048820250321000160;002271;21-03-2025;0420488702125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
806;H;;323;-;30 - BC 3.0;00003042048820250319000157;002255;21-03-2025;0420488702125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
807;H;;323;-;30 - BC 3.0;00003003199720250321000950;002279;21-03-2025;0031997299063000000000;UNILEVER OLEOCHEMICAL INDONESIA;
808;H;;323;-;30 - BC 3.0;01010000258220250321000458;002282;21-03-2025;0015163751123000000000;PT. GROWTH ASIA;PT BIROTIKA SEMESTA
809;H;;323;-;30 - BC 3.0;00003001431020250321001172;002254;21-03-2025;0014310247121000000000;PT. PERMATA HIJAU PALM OLEO;
810;H;;323;-;30 - BC 3.0;00003001431020250320001157;002250;21-03-2025;0014310247121000000000;PT. PERMATA HIJAU PALM OLEO;
811;H;;323;-;30 - BC 3.0;00003092821220250320000495;002248;21-03-2025;0013451828058000000000;PT. TAMORA STEKINDO;PT. LOGISTIK EKSPRESINDO UTAMA
812;H;;323;-;30 - BC 3.0;01010000258220250321000461;002284;21-03-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
813;H;;323;-;30 - BC 3.0;00003001270820250320001194;002252;21-03-2025;0012708756092000000000;MULTIMAS NABATI ASAHAN;
814;H;;323;-;30 - BC 3.0;01010000258220250320000454;002278;21-03-2025;0011000163092000000000;PT. MUSIM MAS;PT BIROTIKA SEMESTA
815;H;;322;-;30 - BC 3.0;00003092821220250322000507;002289;22-03-2025;0845961077124000000000;CV. CHEERA KING SEAFOOD;PT. LOGISTIK EKSPRESINDO UTAMA
816;H;;322;-;30 - BC 3.0;00003070829720250307000036;002290;22-03-2025;0708297288124000000000;PT. PUTRI MANALU BERSAUDARA;
817;H;;322;-;30 - BC 3.0;00003001431020250322001192;002292;22-03-2025;0014310247121000000000;PT. PERMATA HIJAU PALM OLEO;
818;H;;322;-;30 - BC 3.0;01010000258220250322000472;002294;22-03-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
819;H;;320;-;30 - BC 3.0;00003092821220250324000514;002314;24-03-2025;1271204308810005000000;UD. ROYAL MARINE CENTRE;PT. LOGISTIK EKSPRESINDO UTAMA
820;H;;320;-;30 - BC 3.0;00003084834820250320000688;002303;24-03-2025;0848348967125000000000;PT. ANUGERAH WALET JAYA;
821;H;;320;-;30 - BC 3.0;00003082062720250324000510;002326;24-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
822;H;;320;-;30 - BC 3.0;00003082062720250324000506;002320;24-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
823;H;;320;-;30 - BC 3.0;00003082062720250324000501;002300;24-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
824;H;;320;-;30 - BC 3.0;00003092821220250324000513;002307;24-03-2025;0807559554125000000000;PT. MEGA RATU WALET;PT. LOGISTIK EKSPRESINDO UTAMA
825;H;;320;-;30 - BC 3.0;00003092821220250322000511;002305;24-03-2025;0800480121111000000000;PT. CEFA INDONESIA SEJAHTERA LESTARI;PT. LOGISTIK EKSPRESINDO UTAMA
826;H;;320;-;30 - BC 3.0;00003053320220250324000102;002316;24-03-2025;0533202974125000000000;PT. MARTAMBA TAMBA REZEKI;
827;H;;320;-;30 - BC 3.0;00003053320220250324000103;002332;24-03-2025;0533202974125000000000;PT. MARTAMBA TAMBA REZEKI;
828;H;;320;-;30 - BC 3.0;00003042048820250324000162;002328;24-03-2025;0420488702125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
829;H;;320;-;30 - BC 3.0;00003031479320250324000075;002299;24-03-2025;0314793480125000000000;SAGAMI INDONESIA;
830;H;;320;-;30 - BC 3.0;00003021082620250321500157;002296;24-03-2025;0210826228122000000000;SUMARTA;PT. PUTRA INDONESIA SEJAHTERA
831;H;;320;-;30 - BC 3.0;00003000745720250324500067;002330;24-03-2025;0074572938411500000000;PT. HALINDO BERJAYA MANDIRI;DIRGANTARA SUMATERA EKSPRES
832;H;;320;-;30 - BC 3.0;00003003711020250324000069;002310;24-03-2025;0037110079125000000000;PT. BERJAYA INTI REJEKI DUNIA;DIRGANTARA SUMATERA EKSPRES
833;H;;320;-;30 - BC 3.0;00003003711020250324000070;002309;24-03-2025;0037110079125000000000;PT. BERJAYA INTI REJEKI DUNIA;DIRGANTARA SUMATERA EKSPRES
834;H;;320;-;30 - BC 3.0;01010000258220250321000462;002313;24-03-2025;0015168784123000000000;PT. SAMAWOOD UTAMA WORKS INDUSTRIES;PT BIROTIKA SEMESTA
835;H;;319;-;30 - BC 3.0;00003082062720250325000516;002341;25-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
836;H;;319;-;30 - BC 3.0;00003082062720250325000511;002338;25-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
837;H;;319;-;30 - BC 3.0;00003082062720250325000514;002342;25-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
838;H;;319;-;30 - BC 3.0;00003082062720250325000513;002345;25-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
839;H;;319;-;30 - BC 3.0;00003082062720250325000512;002344;25-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
840;H;;319;-;30 - BC 3.0;00003082062720250325000517;002343;25-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
841;H;;319;-;30 - BC 3.0;00003082062720250325000515;002346;25-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
842;H;;319;-;30 - BC 3.0;00003053320220250325000104;002350;25-03-2025;0533202974125000000000;PT. MARTAMBA TAMBA REZEKI;
843;H;;319;-;30 - BC 3.0;00003053202520250325000029;002339;25-03-2025;0532025061124000000000;CV. SENTRA MAJU UTAMA;
844;H;;319;-;30 - BC 3.0;01010000258220250325000479;002357;25-03-2025;0314793480125000000000;PT SAGAMI INDONESIA;PT BIROTIKA SEMESTA
845;H;;319;-;30 - BC 3.0;00003003711020250325000072;002351;25-03-2025;0037110079125000000000;PT. BERJAYA INTI REJEKI DUNIA;DIRGANTARA SUMATERA EKSPRES
846;H;;319;-;30 - BC 3.0;00003003199720250325000994;002349;25-03-2025;0031997299063000000000;UNILEVER OLEOCHEMICAL INDONESIA;
847;H;;319;-;30 - BC 3.0;00003002528620250325000057;002340;25-03-2025;0025286972112000000000;PT.SEAFOOD SUMATERA PERKASA;PT.RAYA ABADI KENCANA
848;H;;319;-;30 - BC 3.0;00000000405920250324600393;002348;25-03-2025;0021781331112000000000;PT VICTORINDO PRATAMA MANDIRI;PT RHENUS LOGISTICS INDONESIA
849;H;;319;-;30 - BC 3.0;01010000258220250321000467;002353;25-03-2025;0015168784123000000000;PT. SAMAWOOD UTAMA WORKS INDUSTRIES;PT BIROTIKA SEMESTA
850;H;;319;-;30 - BC 3.0;01010000258220250321000468;002354;25-03-2025;0015168784123000000000;PT. SAMAWOOD UTAMA WORKS INDUSTRIES;PT BIROTIKA SEMESTA
851;H;;319;-;30 - BC 3.0;00003001431020250325001225;002347;25-03-2025;0014310247121000000000;PT. PERMATA HIJAU PALM OLEO;
852;H;;319;-;30 - BC 3.0;00003092821220250324000521;002335;25-03-2025;0013451828058000000000;PT. TAMORA STEKINDO;PT. LOGISTIK EKSPRESINDO UTAMA
853;H;;319;-;30 - BC 3.0;00003092821220250324000520;002334;25-03-2025;0013451828058000000000;PT. TAMORA STEKINDO;PT. LOGISTIK EKSPRESINDO UTAMA
854;H;;319;-;30 - BC 3.0;01010000258220250325000476;002355;25-03-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
855;H;;319;-;30 - BC 3.0;01010000258220250325000482;002358;25-03-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
856;H;;319;-;30 - BC 3.0;01010000258220250324000475;002333;25-03-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
857;H;;319;-;30 - BC 3.0;00003001270820250325001263;002356;25-03-2025;0012708756092000000000;MULTIMAS NABATI ASAHAN;
858;H;;319;-;30 - BC 3.0;00003001270820250325001262;002337;25-03-2025;0012708756092000000000;MULTIMAS NABATI ASAHAN;
859;H;;319;-;30 - BC 3.0;00003001270820250324001250;002336;25-03-2025;0012708756092000000000;MULTIMAS NABATI ASAHAN;
860;H;;319;-;30 - BC 3.0;01010000258220250324000474;002352;25-03-2025;0011000163092000000000;PT MUSIM MAS;PT BIROTIKA SEMESTA
861;H;;318;-;30 - BC 3.0;00003082062720250326000522;002369;26-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
862;H;;318;-;30 - BC 3.0;00003082062720250326000523;002368;26-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
863;H;;318;-;30 - BC 3.0;00003082062720250326000518;002364;26-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
864;H;;318;-;30 - BC 3.0;00003082062720250326000525;002367;26-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
865;H;;318;-;30 - BC 3.0;00003082062720250326000526;002366;26-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
866;H;;318;-;30 - BC 3.0;00003082062720250326000521;002371;26-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
867;H;;318;-;30 - BC 3.0;00003082062720250326000520;002370;26-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
868;H;;318;-;30 - BC 3.0;00003082062720250326000524;002372;26-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
869;H;;318;-;30 - BC 3.0;00003082062720250326000519;002373;26-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
870;H;;318;-;30 - BC 3.0;00003092821220250325000526;002359;26-03-2025;0800480121111000000000;PT. CEFA INDONESIA SEJAHTERA LESTARI;PT. LOGISTIK EKSPRESINDO UTAMA
871;H;;318;-;30 - BC 3.0;00003070829720250326000042;002361;26-03-2025;0708297288124000000000;PT. PUTRI MANALU BERSAUDARA;
872;H;;318;-;30 - BC 3.0;00003070829720250307000037;002362;26-03-2025;0708297288124000000000;PT. PUTRI MANALU BERSAUDARA;
873;H;;318;-;30 - BC 3.0;00003053320220250326000105;002375;26-03-2025;0533202974125000000000;PT. MARTAMBA TAMBA REZEKI;
874;H;;318;-;30 - BC 3.0;00003053320220250326000106;002380;26-03-2025;0533202974125000000000;PT. MARTAMBA TAMBA REZEKI;
875;H;;318;-;30 - BC 3.0;00003000745720250326500068;002374;26-03-2025;0074572938411500000000;PT. HALINDO BERJAYA MANDIRI;DIRGANTARA SUMATERA EKSPRES
876;H;;318;-;30 - BC 3.0;00003003199720250326001013;002365;26-03-2025;0031997299063000000000;UNILEVER OLEOCHEMICAL INDONESIA;
877;H;;318;-;30 - BC 3.0;01010000258220250321000466;002377;26-03-2025;0015168784123000000000;PT. SAMAWOOD UTAMA WORKS INDUSTRIES;PT BIROTIKA SEMESTA
878;H;;318;-;30 - BC 3.0;01010000258220250321000465;002376;26-03-2025;0015168784123000000000;PT. SAMAWOOD UTAMA WORKS INDUSTRIES;PT BIROTIKA SEMESTA
879;H;;318;-;30 - BC 3.0;00003001431020250326001246;002363;26-03-2025;0014310247121000000000;PT. PERMATA HIJAU PALM OLEO;
880;H;;318;-;30 - BC 3.0;01010000258220250326000485;002382;26-03-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
881;H;;318;-;30 - BC 3.0;01010000258220250326000484;002379;26-03-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
882;H;;318;-;30 - BC 3.0;00003001100020250326903348;002381;26-03-2025;0011000163092000000000;MUSIM MAS;
883;H;;318;-;30 - BC 3.0;00003001001820250326000005;002378;26-03-2025;0010018034058000000000;PT.BIBIT BARU;PT.RAYA ABADI KENCANA
884;H;;317;-;30 - BC 3.0;00003092821220250327000540;002399;27-03-2025;1271193011650001000000;UD. HALIM JAYA;PT. LOGISTIK EKSPRESINDO UTAMA
885;H;;317;-;30 - BC 3.0;00003009705420250327000028;002396;27-03-2025;1271150703730005000000;UD.JUANDA AQUATIC;PT.RAYA ABADI KENCANA
886;H;;317;-;30 - BC 3.0;00003001430120250327000058;002411;27-03-2025;1271150703730005000000;UD.JUANDA AQUATIC;PT.RAYA ABADI KENCANA
887;H;;317;-;30 - BC 3.0;00003092821220250327000539;002389;27-03-2025;0845961077124000000000;CV. CHEERA KING SEAFOOD;PT. LOGISTIK EKSPRESINDO UTAMA
888;H;;317;-;30 - BC 3.0;00003082062720250327000531;002408;27-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
889;H;;317;-;30 - BC 3.0;00003082062720250327000530;002410;27-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
890;H;;317;-;30 - BC 3.0;00003082062720250327000529;002407;27-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
891;H;;317;-;30 - BC 3.0;00003082062720250327000527;002405;27-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
892;H;;317;-;30 - BC 3.0;00003082062720250327000528;002406;27-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
893;H;;317;-;30 - BC 3.0;00003082062720250327000532;002409;27-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
894;H;;317;-;30 - BC 3.0;00003092821220250326000535;002383;27-03-2025;0800480121111000000000;PT. CEFA INDONESIA SEJAHTERA LESTARI;PT. LOGISTIK EKSPRESINDO UTAMA
895;H;;317;-;30 - BC 3.0;00003070829720250327000043;002402;27-03-2025;0708297288124000000000;PT. PUTRI MANALU BERSAUDARA;
896;H;;317;-;30 - BC 3.0;00003070829720250327500164;002390;27-03-2025;0708297288124000000000;PT. PUTRI MANALU BERSAUDARA;PT. PUTRA INDONESIA SEJAHTERA
897;H;;317;-;30 - BC 3.0;00003070829720250327000044;002401;27-03-2025;0708297288124000000000;PT. PUTRI MANALU BERSAUDARA;
898;H;;317;-;30 - BC 3.0;00003053320220250327000108;002400;27-03-2025;0533202974125000000000;PT. MARTAMBA TAMBA REZEKI;
899;H;;317;-;30 - BC 3.0;00003053320220250327000107;002395;27-03-2025;0533202974125000000000;PT. MARTAMBA TAMBA REZEKI;
900;H;;317;-;30 - BC 3.0;00003053202520250327000030;002388;27-03-2025;0532025061124000000000;SENTRA MAJU UTAMA;
901;H;;317;-;30 - BC 3.0;00003042048820250327000164;002384;27-03-2025;0420488702125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
902;H;;317;-;30 - BC 3.0;00003042048820250327000165;002403;27-03-2025;0420488702125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
903;H;;317;-;30 - BC 3.0;00003021082620250326500162;002394;27-03-2025;0210826228122000000000;CV. SUMARTA;PUTRA INDONESIA SEJAHTERA
904;H;;317;-;30 - BC 3.0;00003021082620250326500161;002393;27-03-2025;0210826228122000000000;CV. SUMARTA;PUTRA INDONESIA SEJAHTERA
905;H;;317;-;30 - BC 3.0;00003003711020250327000073;002387;27-03-2025;0037110079125000000000;PT. BERJAYA INTI REJEKI DUNIA;DIRGANTARA SUMATERA EKSPRES
906;H;;317;-;30 - BC 3.0;01010000258220250321000463;002397;27-03-2025;0015168784123000000000;PT. SAMAWOOD UTAMA WORKS INDUSTRIES;PT BIROTIKA SEMESTA
907;H;;317;-;30 - BC 3.0;01010000258220250321000464;002398;27-03-2025;0015168784123000000000;PT. SAMAWOOD UTAMA WORKS INDUSTRIES;PT BIROTIKA SEMESTA
908;H;;317;-;30 - BC 3.0;00003092821220250326000537;002385;27-03-2025;0013451828058000000000;PT. TAMORA STEKINDO;PT. LOGISTIK EKSPRESINDO UTAMA
909;H;;317;-;30 - BC 3.0;00003092821220250326000538;002386;27-03-2025;0013451828058000000000;PT. TAMORA STEKINDO;PT. LOGISTIK EKSPRESINDO UTAMA
910;H;;317;-;30 - BC 3.0;01010000258220250327000486;002412;27-03-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
911;H;;316;-;30 - BC 3.0;00003092821220250328000544;002429;28-03-2025;0845961077124000000000;CV. CHEERA KING SEAFOOD;PT. LOGISTIK EKSPRESINDO UTAMA
912;H;;316;-;30 - BC 3.0;00003092821220250328000543;002428;28-03-2025;0845961077124000000000;CV. CHEERA KING SEAFOOD;PT. LOGISTIK EKSPRESINDO UTAMA
913;H;;316;-;30 - BC 3.0;00003092821220250328000545;002430;28-03-2025;0845961077124000000000;CV. CHEERA KING SEAFOOD;PT. LOGISTIK EKSPRESINDO UTAMA
914;H;;316;-;30 - BC 3.0;00003082062720250328000534;002419;28-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
915;H;;316;-;30 - BC 3.0;00003082062720250327000537;002418;28-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
916;H;;316;-;30 - BC 3.0;00003082062720250328000535;002417;28-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
917;H;;316;-;30 - BC 3.0;00003082062720250328000538;002426;28-03-2025;0820627214125000000000;SARANA MAJU BERSAMA;
918;H;;316;-;30 - BC 3.0;00003070829720250328000045;002432;28-03-2025;0708297288124000000000;PT. PUTRI MANALU BERSAUDARA;
